timestamp,index_type,info,dstore,qproc,compr,optim,query,query_type,run_id,latency_ms,current_mem_kb,peak_mem_kb
2025-11-02T15:29:06.089832,es, , , , , ,"NOT (""america"" AND ""washington"")",edge,4,2.394
2025-11-02T15:54:02.590924,self,BOOLEAN,DB1,NONE,TERMatat,Null,america,term,0,221.827
2025-11-02T15:54:02.801744,self,BOOLEAN,DB1,NONE,TERMatat,Null,washington,term,0,210.368
2025-11-02T15:54:02.903353,self,BOOLEAN,DB1,NONE,TERMatat,Null,constitution,term,0,101.149
2025-11-02T15:54:03.175993,self,BOOLEAN,DB1,NONE,TERMatat,Null,america AND washington,boolean,0,272.209
2025-11-02T15:54:03.449228,self,BOOLEAN,DB1,NONE,TERMatat,Null,america OR washington,boolean,0,272.846
2025-11-02T15:54:03.732958,self,BOOLEAN,DB1,NONE,TERMatat,Null,america AND NOT washington,boolean,0,283.337
2025-11-02T15:54:03.975018,self,BOOLEAN,DB1,NONE,TERMatat,Null,NOT america,boolean,0,241.665
2025-11-02T15:54:04.000642,self,BOOLEAN,DB1,NONE,TERMatat,Null,"""united states of america""",phrase,0,25.332
2025-11-02T15:54:04.036762,self,BOOLEAN,DB1,NONE,TERMatat,Null,"""american constitution""",phrase,0,35.828
2025-11-02T15:54:04.070665,self,BOOLEAN,DB1,NONE,TERMatat,Null,"""american independence""",phrase,0,33.624
2025-11-02T15:54:04.147290,self,BOOLEAN,DB1,NONE,TERMatat,Null,"""united states of america"" AND ""american constitution""",mixed,0,76.327
2025-11-02T15:54:04.416444,self,BOOLEAN,DB1,NONE,TERMatat,Null,"""american independence"" OR america",mixed,0,268.778
2025-11-02T15:54:04.507798,self,BOOLEAN,DB1,NONE,TERMatat,Null,"""united states of america"" AND NOT constitution",mixed,0,91.057
2025-11-02T15:54:04.773766,self,BOOLEAN,DB1,NONE,TERMatat,Null,"""north america"" OR ""south america""",mixed,0,265.59
2025-11-02T15:54:05.145316,self,BOOLEAN,DB1,NONE,TERMatat,Null,"(""america"" AND ""washington"") OR (""congress"" AND ""president"")",grouped,0,371.165
2025-11-02T15:54:05.501338,self,BOOLEAN,DB1,NONE,TERMatat,Null,"(""america"" OR ""washington"") AND (""congress"" OR ""president"")",grouped,0,355.603
2025-11-02T15:54:05.929037,self,BOOLEAN,DB1,NONE,TERMatat,Null,"(""america"" AND NOT ""washington"") OR (""washington"" AND NOT ""america"")",grouped,0,427.305
2025-11-02T15:54:06.268116,self,BOOLEAN,DB1,NONE,TERMatat,Null,"(america OR washington) AND NOT ""congress""",grouped,0,338.641
2025-11-02T15:54:06.636759,self,BOOLEAN,DB1,NONE,TERMatat,Null,"((""america"" AND ""washington"") OR ""president"") AND NOT ""congress""",nested,0,368.214
2025-11-02T15:54:07.007234,self,BOOLEAN,DB1,NONE,TERMatat,Null,"((""america"" OR ""washington"") AND (""congress"" OR ""president""))",nested,0,370.084
2025-11-02T15:54:07.311271,self,BOOLEAN,DB1,NONE,TERMatat,Null,"(""america"" AND (""washington"" OR ""president""))",nested,0,303.669
2025-11-02T15:54:07.673908,self,BOOLEAN,DB1,NONE,TERMatat,Null,"(""america"" AND (""washington"" AND (""congress"" OR ""president"")))",nested,0,362.268
